anime_id,title,title_english,source,episodes,score,scored_by,rank,popularity
11013,Inu x Boku SS,Inu X Boku Secret Service,Manga,12,7.63,139250,1274,231
2104,Seto no Hanayome,My Bride is a Mermaid,Manga,26,7.89,91206,727,366
5262,Shugo Chara!! Doki,Shugo Chara!! Doki,Manga,51,7.55,37129,1508,1173
721,Princess Tutu,Princess Tutu,Original,38,8.21,36501,307,916
12365,Bakuman. 3rd Season,Bakuman.,Manga,25,8.67,107767,50,426
6586,Yume-iro Pâtissière,,Manga,50,8.03,21618,526,1630
178,Ultra Maniac,Ultramaniac - Magical Girl,Manga,26,7.26,9663,2594,2490
2787,Shakugan no Shana II (Second),Shakugan no Shana: Season II,Light novel,24,7.72,126085,1066,332
4477,Nodame Cantabile: Paris-hen,,Manga,11,8.24,53908,281,988
853,Ouran Koukou Host Club,Ouran High School Host Club,Manga,26,8.34,335137,205,69
4814,Junjou Romantica 2,Junjo Romantica 2,Manga,12,8.15,66565,374,799
7054,Kaichou wa Maid-sama!,Maid Sama!,Manga,26,8.2,315130,314,71
11123,Sekaiichi Hatsukoi 2,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love 2,Manga,12,8.23,53285,288,945
14227,Tonari no Kaibutsu-kun,My Little Monster,Manga,13,7.71,281448,1093,88
269,Bleach,Bleach,Manga,366,7.9,433097,693,18
59,Chobits,Chobits,Manga,26,7.53,175388,1546,188
6045,Kimi ni Todoke,Kimi ni Todoke: From Me to You,Manga,25,8.13,212710,400,111
1735,Naruto: Shippuuden,Naruto: Shippuden,Manga,500,8.18,385179,337,20
210,Ranma ½,Ranma ½,Manga,161,7.85,59911,802,623
4224,Toradora!,Toradora!,Light novel,25,8.39,557898,174,13
10030,Bakuman. 2nd Season,Bakuman.,Manga,25,8.49,122090,108,374
74,Gakuen Alice,Gakuen Alice,Manga,26,7.77,33244,941,1291
4722,Skip Beat!,Skip Beat!,Manga,25,8.24,90699,282,488
14397,Chihayafuru 2,,Manga,25,8.47,62720,116,757
1557,Shounen Onmyouji,Shonen Onmyoji,Light novel,26,7.68,14619,1158,1793
10800,Chihayafuru,Chihayafuru,Manga,25,8.29,89081,246,348
3731,Itazura na Kiss,ItaKiss,Manga,25,7.7,91187,1108,473
9513,Beelzebub,Beelzebub,Manga,60,8.02,136105,528,208
5835,Hanasakeru Seishounen,,Manga,39,7.87,16772,753,1654
9863,SKET Dance,SKET Dance,Manga,77,8.33,44132,213,646
7817,B-gata H-kei,Yamada&#039;s First Time: B Gata H Kei,4-koma manga,12,7.1,142827,3193,285
966,Crayon Shin-chan,Shin Chan,Manga,0,7.73,17683,1032,1937
120,Fruits Basket,Fruits Basket,Manga,26,7.77,167968,939,222
957,Saiunkoku Monogatari,The Story of Saiunkoku,Light novel,39,8.04,23467,512,1313
21,One Piece,One Piece,Manga,0,8.54,423868,91,35
1974,Glass no Kamen (2005),Glass Mask,Manga,51,8.18,7348,333,2523
857,Air Gear,Air Gear,Manga,25,7.64,126326,1233,297
1914,Saiunkoku Monogatari 2nd Season,Tales of Saiunkoku,Light novel,39,8.16,11924,362,2233
249,InuYasha,InuYasha,Manga,167,7.9,181978,697,141
6645,Chu-Bra!!,Chu-Bra,Manga,12,6.3,16688,6380,1858
5690,Nodame Cantabile Finale,,Manga,11,8.34,47983,203,995
1571,Ghost Hunt,Ghost Hunt,Novel,25,7.92,69224,656,527
11759,Accel World,Accel World,Light novel,24,7.53,236083,1545,103
7674,Bakuman.,Bakuman.,Manga,25,8.32,167429,216,172
1698,Nodame Cantabile,Nodame Cantabile,Manga,23,8.41,87363,163,381
14713,Kamisama Hajimemashita,Kamisama Kiss,Manga,13,8.14,138954,383,259
232,Cardcaptor Sakura,Cardcaptor Sakura,Manga,70,8.21,121898,297,292
233,Daa! Daa! Daa!,,Manga,78,7.78,6598,919,3045
9656,Kimi ni Todoke 2nd Season,Kimi ni Todoke: From Me To You 2,Manga,12,8.12,133548,412,322
9926,Sekaiichi Hatsukoi,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love,Manga,12,8.07,69250,469,701
2564,Code-E,,Original,12,6.49,5866,5635,3214
3092,Junjou Romantica,Junjo Romantica,Manga,12,7.99,86423,568,568
1579,Kiniro no Corda: Primo Passo,La corda d&#039;oro: primo passo,Visual novel,25,7.63,36820,1273,1138
32370,D.Gray-man Hallow,D.Gray-man HALLOW,Manga,13,7.92,40618,655,795
11547,Sengoku☆Paradise Kiwami,,Unknown,26,6.2,609,6763,5316
33185,Peace Maker Kurogane Movie 1: Omou Michi,,Manga,1,0,0,,5215
7518,Boku wa Kuma,,Original,1,5.79,690,7814,8069
16642,Ane Koi: Suki Kirai Daisuki.,,Manga,2,7.03,2355,,4667
7605,Parasol Henbei,,Unknown,200,6.39,94,6043,10418
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,,Unknown,1,6.29,102,6435,10547
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,,Original,1,7.4,15423,2049,2044
9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,,Unknown,1,6,28,9895,11667
153,Juuni Kokuki,The Twelve Kingdoms,Novel,45,8.13,28791,399,1016
27417,Diabolik Lovers OVA,,Visual novel,1,6.04,9290,7260,2721
5588,Ko Ko Ro,,Unknown,2,5.34,100,,9817
23903,Tuzki: Love Assassin,,Unknown,1,5.87,237,7654,9602
13247,Lupin III: Lupin Ikka Seizoroi,,Unknown,1,6.87,676,4041,6950
33398,Neko Konogoro,,Manga,0,3.44,18,11426,10123
1051,Ao no 6-gou,Blue Submarine No. 6,Manga,4,7.14,16149,3026,1950
12447,Ben-To Picture Drama,,Light novel,6,6.15,2806,6924,3977
3294,Gasshin Sentai Mechander Robo,Combining Squadron Mechander Robo,Unknown,35,6.17,79,6851,9869
1381,Seikai no Monshou Special,,Light novel,1,7.35,1050,2254,6165
8022,Tegamibachi Gakuen,Letter Bee Academy,Original,25,7.42,1911,1953,4119
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,,Original,1,4.32,22,11629,12944
33775,Soul Buster,Soul Buster,Manga,12,5.91,4687,7553,2963
20667,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,,Unknown,1,5.86,315,7674,8025
37447,Karakuri Circus,Le Cirque de Karakuri,Manga,36,0,0,,8300
35277,Nanumu no Ie,,Other,1,4.86,7,11408,13987
14353,Death Billiards,Death Billiards,Original,1,8.01,81162,542,637
32747,Fake Style II,,Music,1,5.85,103,7689,11594
5235,Live On Cardliver Kakeru,,Manga,51,6.86,97,4074,9003
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,Spooky Kitarou: The Strongest Ghost Army! Landing in Japan!!,Unknown,1,6.17,60,6853,10204
5117,Kokudo Oh,Legend of the Black Eye,Visual novel,5,6.08,275,,8277
26443,Triage X,Triage X,Manga,10,6.41,34990,5978,1025
16251,Shinkai no Kantai: Submarine 707,,Manga,1,5.73,120,7936,9879
6777,Densha Kamo Shirenai,The Evening Traveling,Music,1,5.62,395,8152,9124
35594,Ylion to Callysia,,Original,1,5.86,7,12762,10399
36847,Nanatsu no Bitoku,The Seven Heavenly Virtues,Other,10,5.2,4722,8835,2533
29765,Metropolis (2009),,Unknown,1,6.26,129,6552,9665
32561,Hai to Gensou no Grimgar Special,Grimgar: Ashes and Illusions Special,Light novel,1,6.65,16293,4965,2146
24275,Medamayaki no Kimi Itsu Tsubusu?,,Manga,4,5.92,161,7526,8668
29363,Watashi no Ashinaga Ojisan Specials,,Unknown,2,6.41,37,12656,11258
3669,Duel Masters Movie 1: Yami no Shiro no Maryuuou,,Original,1,5.96,333,7431,8482
1811,Bounty Dog: Getsumen no Ibu,,Original,2,5.63,953,8135,6716
5036,Hurricane Live! 2033,,Unknown,7,6.73,368,4624,7924
9690,Densetsu no Yuusha no Densetsu: Iris Report,The Legend of the Legendary Heroes: Iris Report,Unknown,1,6.6,7177,5192,3179
9721,Aisai Nikki,,Visual novel,1,6.54,2749,,4398
812,Chikyuu Shoujo Arjuna,Arjuna,Original,13,6.95,8111,3731,2600
19849,Peeping Life 5.0ch,,Original,10,5.51,59,8359,10532
7791,K-On!!,K-ON! Season 2,4-koma manga,26,8.14,178001,383,183
747,Haru wo Daite Ita,Embracing Love,Manga,2,6.93,10761,,2808
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Pokemon 4D: Pikachu&#039;s Ocean Adventure,Game,1,7.13,2588,3092,4395
8726,Soredemo Machi wa Mawatteiru,And Yet The Town Moves,Manga,12,7.47,14763,1744,1826
20229,Makkuro na Obentou,,Unknown,1,7.89,9,11140,11647
33155,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,,Original,1,6.24,485,6612,6987
10869,Scan2Go,Scan2Go,Unknown,52,6.23,392,6660,8158
12589,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,,Unknown,1,6.14,73,6954,10118
3981,Shokuzai no Kyoushitsu,Classroom of Atonement,Unknown,2,5.36,622,,6999
15813,Majokko Shimai no Yoyo to Nene,Magical Sisters Yoyo & Nene,Manga,1,7.57,4073,1431,3511
36951,Yuu☆Yuu☆Hakusho Special,,Manga,1,0,0,,4411
33462,Bernard-jou Iwaku.,Miss Bernard said.,Manga,12,6.03,5918,7274,3130
12569,Himitsu no Akko-chan (Movie),,Unknown,1,6,92,7349,10351
34908,Calihara no Uta,,Original,1,5.56,64,8261,12271
1586,Aoi Umi no Tristia,,Visual novel,2,5.81,1221,7768,6326
1778,Dae Jang Geum: Jang Geum&#039;s Dream,,Other,26,7.22,454,2710,7079
20057,Space☆Dandy,Space Dandy,Original,13,7.88,75431,748,468
18637,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,,Unknown,1,6.3,121,6416,9331
6828,Ohi-sama to Kaeru,The Sun and the Frogs,Original,1,4.2,244,9424,9730
30347,Nanatsu no Taizai OVA,,Manga,2,7.77,34252,949,1245
14249,Ribbon no Kishi (1999),,Unknown,1,6.14,54,6976,10857
18893,Aoki Hagane no Arpeggio: Ars Nova,Arpeggio of Blue Steel -Ars Nova-,Manga,12,7.5,48992,1623,821
35334,ClassicaLoid 2nd Season,ClassicaLoid 2,Original,25,6.47,855,5712,5092
36755,Juvenile Pornography The Animation,,Manga,1,6.49,682,,7015
3164,Ichigo Ichie: Koibana Tomobana,,Unknown,13,6.81,48,10544,10404
2632,Doraemon: Time Machine de Oshougatsu,,Unknown,1,6.84,265,4139,8833
2199,Chirin no Suzu,Ringing Bell,Picture book,1,7.17,2361,2916,4822
1286,MD Geist II: Death Force,,Unknown,1,5.13,3115,8910,4815
34561,Re:Creators,Re:CREATORS,Original,22,7.69,74531,1138,347
515,Hajimari no Boukensha-tachi: Legend of Crystania,Legend of Crystania: The Motion Picture,Unknown,1,6.12,1466,7025,5670
33907,Magical Music Train,,Music,1,4.7,75,9266,12390
238,Rekka no Honoo,Flame of Recca,Manga,42,7.42,18254,1948,1730
5990,Cosmic Fantasy: Ginga Mehyou no Wana,,Game,1,5.63,135,8137,9763
27989,Hibike! Euphonium,Sound! Euphonium,Novel,13,8.02,94024,530,367
36838,Gintama.: Shirogane no Tamashii-hen,,Manga,12,8.85,14981,25,1724
1200,Gun-dou Musashi,Gun Samurai,Original,26,6.06,476,7203,4956
32644,Yaseruyagi,,Original,1,4.03,36,12752,13009
2769,Galactic Patrol Lensman,,Unknown,25,6.49,113,5635,8990
24031,Denki-gai no Honya-san,Denki-gai,Manga,12,7.27,34590,2517,1035
37421,MaxValu Kyushu,,Original,1,5,16,11197,14097
3975,Uchi no 3 Shimai,,Other,141,6.66,38,12542,10281
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,,Unknown,1,7.35,5239,2241,3379
22839,Cross Road,,Original,1,7.5,18944,1629,1904
10935,Hourou Musuko Specials,Wandering Son Specials,Manga,2,7.7,2401,1107,4512
37711,Koi to Uso OVA,Love and Lies,Manga,2,0,1,,3975
9880,Esper Mami: Hoshizora no Dancing Doll,,Unknown,1,6.16,86,6899,10402
37435,Carol & Tuesday,,Original,0,0,0,,7948
14007,"Akai Shouzou: Char, Soshite Frontal e",Portrait of the Red,Unknown,1,6.24,220,6614,8265
17147,Gakkatsu! 2nd Season,,Unknown,25,6.5,308,5598,7605
28023,Tsuru no Sugomori,,Unknown,1,7.17,6,12515,13378
22273,Selector Infected WIXOSS,selector infected WIXOSS,Card game,12,7.36,44138,2208,856
33885,Hane (2016),,Music,1,5.68,106,8037,11421
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,,Manga,12,6.28,8677,6469,2624
3232,Bannou Bunka Neko-Musume Specials,,Unknown,2,6.61,433,5146,8070
10250,Ultra B,,Manga,119,6.05,50,7250,11377
15771,Saint☆Oniisan (Movie),Saint☆Young Men (Movie),Manga,1,7.94,20831,634,1690
1360,Makai Tenshi Djibril,Jiburiru: The Devil Angel,Visual novel,4,6.58,2750,,4312
8986,Supernatural The Animation,,Other,22,7.12,6103,3141,2509
4590,Soukan Yuugi,Sexual Pursuit,Visual novel,2,6.81,2481,,4672
3675,Andromeda Stories,,Manga,1,5.97,318,7401,8226
33153,Houkago Initiation,,Manga,2,6.34,942,,6123
33337,ACCA: 13-ku Kansatsu-ka,ACCA: 13-Territory Inspection Dept.,Manga,12,7.73,32925,1027,1064
1396,Future GPX Cyber Formula: Early Days Renewal,,Unknown,2,6.48,88,5675,9896
23855,Dennou Sentai Voogie&#039;s★Angel Gaiden: Susume! Super★Angels!,,Unknown,2,5.13,23,9968,11653
2687,Gokuu no Daibouken,Adventures of the Monkey King,Unknown,39,6.49,83,5637,9959
29543,Kitty to Daniel no Suteki na Christmas,,Unknown,1,5.91,11,10906,13330
34350,Alice to Zouroku,Alice & Zoroku,Manga,12,7.2,27215,2797,1135
36982,Micchiri Neko,Mitchiri Neko,Web manga,13,6.84,1228,4154,5286
534,Slayers,Slayers,Light novel,26,7.85,42588,804,949
32032,Seikaisuru Kado,KADO: The Right Answer,Original,12,7.01,25496,3541,1133
30694,Dragon Ball Super,Dragon Ball Super,Manga,131,7.78,102780,922,278
19889,Genshiken Nidaime Specials,,Unknown,4,6.92,1668,3835,4881
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,,Unknown,12,6.28,131,6483,7949
29389,Shiro Hon,The White Book,Unknown,6,6,8,12104,13509
14355,Yama no Susume,Encouragement of Climb,Manga,12,6.82,14762,4256,1842
11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,,Visual novel,4,7.56,6748,,3031
35240,Princess Principal,Princess Principal,Original,12,7.71,33779,1085,922
10197,Nyanpire The Animation,,Manga,12,6.78,11034,4413,2572
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,,Visual novel,1,6.57,579,5335,7323
1587,Tenpou Ibun: Ayakashi Ayashi,Ghost Slayers Ayashi,Original,25,7,3288,3582,3394
32621,Pokopon no Yukai na Saiyuuki,,Original,1,5.85,13,11790,13488
10588,Persona 4 the Animation,Persona 4 the Animation,Game,25,7.63,76059,1278,479
6922,Fate/stay night Movie: Unlimited Blade Works,Fate/stay night: Unlimited Blade Works,Visual novel,1,7.53,77292,1549,609
17649,Udauda Yatteru Hima wa Nee!,,Unknown,2,6,18,12556,11348
35781,Boku dake no Hentai Kanojo The Animation,,Manga,1,6.26,876,,6576
33600,Menghuan Xiyou,,Game,13,6.56,9,11227,13479
3254,Luv Wave,Luv Wave,Visual novel,3,6.09,603,,7245
4851,Lupin III: Seven Days Rhapsody,,Unknown,1,7.13,1192,3083,5892
35759,Sidonia no Kishi 3,Knights of Sidonia,Manga,0,0,0,,4601
10627,Ski Jumping Pairs: Road to Torino 2006,,Unknown,1,4.89,122,9134,10677
15211,Nazotoki-hime wa Meitantei♥,,Manga,6,5.43,14,11419,10531
13965,Thermae Romae x LOFT Collaboration,,Unknown,1,6.1,112,7099,9372
6702,Fairy Tail,Fairy Tail,Manga,175,8.08,423745,452,19
34975,Marvel Future Avengers,,Other,26,5.09,34,11187,7208
18071,Chalk-iro no People,,Unknown,1,5.75,8,9806,12027
19841,Super Seisyun Brothers,,Web manga,14,6.93,10578,3827,2514
24641,Baku Ane: Otouto Shibocchau zo! The Animation,,Visual novel,1,7.5,6175,,3193
24021,Sei Shoujo The Animation,,Visual novel,1,6.85,1016,,5915
4480,Ryoujoku Guerrilla Kari 3,,Visual novel,2,6.12,417,,7256
37223,Ore ga Kanojo wo *su Wake,,Original,0,7.5,30,,12819
5199,Seto no Hanayome Fan Disc,,Manga,2,7.18,1708,2904,4616
22225,Momo Kyun Sword,Momokyun Sword,Light novel,12,5.66,6457,8089,2460
9442,Bust to Bust: Chichi wa Chichi ni,,Manga,3,6.77,2359,,4719
33274,Onara Gorou,,Original,13,5.62,2571,8161,4141
32484,A-Size Classmate,,Manga,2,5.97,1918,,5148
35138,Taikong Lixianji,Astro Plan,Original,26,5.67,6,12329,12327
146,Kono Minikuku mo Utsukushii Sekai,This Ugly Yet Beautiful World,Original,12,6.87,23159,4042,1601
21267,Go! Go! 575,,Game,4,5.72,4795,7947,3880
36289,Daybreak Interlude,Daybreak Interlude,Game,1,7.12,407,3114,8766
221,Mezzo Forte,,Original,2,6.72,9503,,2820
9546,Shirahata no Shoujo Ryuuko,,Unknown,1,7.05,20,12097,11617
1483,Master Keaton,,Manga,24,7.7,2684,1111,3338
2343,Choujin Densetsu Urotsukidouji: Mirai-hen,Urotsukidoji III: Return of the Overfiend,Unknown,4,5.94,940,,6663
32518,Shoujo kara Shoujo e...,,Manga,2,7.04,1091,,5651
1640,Angel&#039;s Feather,Angel&#039;s Feather,Visual novel,2,5.58,8348,8228,2980
35314,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",,Manga,1,6.9,4685,3901,2973
34476,Platonic Chain: Ansatsu Jikkouchuu,,Novel,1,3.6,10,11778,12128
7082,Shugo Chara! Party!,,Manga,25,6.71,23040,4731,1561
35952,Devilman Memorial,,Manga,1,5.97,92,7412,9179
10521,Working&#039;!!,Wagnaria!!2,4-koma manga,13,7.96,93040,609,516
3335,Haikara-san ga Tooru,Smart-san,Manga,42,7.37,318,2149,6820
3540,Henbou Moral Hazard,,Unknown,1,4.67,264,,8903
8879,Dolphin Ouji,,Unknown,3,5.48,25,9995,11509
5993,Samayou Midara na Lunatics,,Visual novel,2,6.45,849,,6462
22493,Pochacco no Jack to Mame no Ki,Pochacco in Jack and the Beanstalk,Unknown,1,5.92,36,11783,12040
2710,Nintama Rantarou Movie,,Unknown,1,6.64,93,5024,10276
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Naruto: The Lost Story - Mission: Protect the Waterfall Village,Manga,1,6.84,35543,4157,1360
23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,,Unknown,13,5.71,185,7980,7360
2520,Dragon Ball Specials,Dragon Ball Specials,Manga,2,6.91,9271,3870,2783
20087,Treasure Gaust,,Unknown,5,4.58,24,12500,11680
34779,Ar:pieL - 6-seosgaeui Unmyeong,,Game,11,0,0,,10228
4130,Petit Eva: Evangelion@School,,Original,24,5.91,7131,7550,2833
1479,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,,Unknown,1,7.55,1317,1485,5928
27727,Binan Koukou Chikyuu Boueibu LOVE!,Cute High Earth Defense Club LOVE!,Original,12,7.05,20905,3358,1415
25461,Tatamp,,Unknown,1,5.24,181,8771,10180
16780,Gongnyong Baengmannyeon Ttori,One Million Year Dinosaur Dddli,Unknown,1,4.14,14,10263,12827
2617,Ghiblies,,Original,2,6.57,1696,5325,5184
33094,WWW.Working!!,WWW.WAGNARIA!!,Web manga,13,7.55,39360,1514,1020
31309,Balloon,,Original,1,5.04,224,8998,9867
33808,Girlfriend (Note),Girl Friend Note,Game,3,6.22,333,6685,6373
23765,Yamiyo no Jidaigeki,,Unknown,2,4.24,21,12736,11846
8373,Shin Mitsubachi Maya no Bouken,,Unknown,52,6.39,865,6050,7249
209,R.O.D the TV,R.O.D -The TV-,Light novel,26,7.61,22411,1339,1471
33358,Mahou no Star Magical Emi: Finale! Finale!,,Original,1,6.06,31,11126,11339
30065,Osamishi Tani no Wakare Uta,,Original,1,5.29,62,8707,12018
19669,Kuroko no Basket: Baka ja Katenai no yo!,Kuroko&#039;s Basketball OVA,Unknown,1,7.7,18323,1110,1971
30721,Hacka Doll The Animation,Hackadoll The Animation,Other,13,6.51,10489,5553,2200
28369,Dr. Slump: Arale-chan Specials,,Manga,2,6.36,84,6153,9968
10823,Ranma ½: 1994 Music Calendar,,Unknown,1,6.79,695,4367,6722
9509,Yami no Purple Eye,Purple Eyes in the Dark,Manga,1,5,274,9046,8760
13047,Anime Koukyoushi: Jungle Taitei,,Unknown,1,6.73,160,4612,9297
2689,Akai Koudan Zillion: Utahime Yakyoku,Zillion: Burning Night,Unknown,1,6.01,234,7319,8959
16163,Sore Ike! Anpanman: Kirakira Boshi no Namida,Go! Anpanman: The Shining Star&#039;s Tear,Unknown,1,6.15,33,12207,11679
24073,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www,,Unknown,1,5.21,33,10959,10811
27849,Nezumi-kun no Chokki,,Unknown,4,5.57,7,11454,13484
7953,Defend Love,,Unknown,1,6,778,7343,7557
3844,Apache Yakyuugun,Apache Baseball Team,Manga,26,6.07,52,7165,9958
31699,Good Morning!!! Doronjo,,Original,243,5.7,23,10264,10937
7593,Kiss x Sis (TV),,Manga,12,6.97,175745,3680,224
35935,Koto no Shidai,The State of Things,Original,1,3.67,27,10980,13796
8897,Ganbare! Marine Kid,Marine Boy,Unknown,13,5.48,33,10175,11287
7411,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,Kanojo x Kanojo x Kanojo,Visual novel,3,7.53,10221,,2596
30450,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,,Manga,1,6.03,98,7277,9732
34859,Tick Tock,,Music,1,4.25,24,12435,13990
5154,Kanzen Mushusei: Sorezore no Houkago,,Unknown,1,5.46,198,,8915
35139,Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,,Original,1,5.36,47,9927,11317
1388,Yakin Byoutou Ni,,Visual novel,5,6.3,1220,,5705
22,Tennis no Ouji-sama,The Prince of Tennis,Manga,178,8.01,48149,550,806
2953,Egao,,Original,1,6.66,6516,4925,3664
32219,Raldessia Chronicles,Raldessia Chronicles,Game,1,5.38,63,8573,11414
1016,Gunnm,Battle Angel Alita,Manga,2,7.22,14625,2719,2150
35505,Velvet Underworld: Alternative,,Original,1,4.8,41,12611,12185
6822,Ukkari Pénélope (2009),,Unknown,26,6.15,76,6947,10028
2051,Akai Kiba: Blue Sonnet,Blue Sonnet,Manga,5,6.09,482,7102,7736
5943,The Aurora: Umi no Aurora,The Aurora,Unknown,1,5.28,25,12412,11375
11583,Kami nomi zo Shiru Sekai: Natsu-iro Surprise,,Unknown,1,6.62,3497,5115,4277
7155,Beat Shot!!,Watch Me Sink My Putz,Manga,1,5.55,95,8270,9795
34943,T7S Longing for Summer Again and Again: Harukaze,,Game,1,6.47,82,5738,9408
34430,Detective Conan Movie 21: The Crimson Love Letter,,Manga,1,7.89,3793,714,3781
9627,Kakko Kawaii Sengen!,,Original,5,5.73,209,7927,8758
12563,Punky Funky Baby,Punky Funky Baby,Unknown,1,4.82,86,,10291
36398,Na mo Nai Hana no Youni,,Original,1,3.5,14,11362,14099
6727,Mechakko Dotakon,Mechanical Boy Dotakon,Unknown,28,6.48,33,11213,11455
22495,Hello Kitty no Yume no Oshiro no Ouji-sama,Hello Kitty in The Prince in His Dream Castle,Unknown,1,5.93,29,10413,12295
7745,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,,Unknown,1,7.32,2156,2368,4887
8671,Raja Maharaja,,Music,1,4.87,110,9151,11088
10824,Ranma ½: DoCo Music Video,,Unknown,1,7.04,750,3422,6632
34692,Umbrella Fighter!,,Original,4,3.92,12,12576,14092
24999,Akai Jitensha,,Original,1,5.22,51,8791,12079
31698,Zhan Long Si Qu,Go For Speed,Unknown,64,4.85,26,12845,11962
31972,Tang Lang Bu Chan,,Other,1,5.75,109,7909,11021
4804,To Heart 2 AD Plus,,Unknown,2,6.85,1526,4128,5208
8719,Donna Donna,,Music,1,5.2,109,8827,10831
1160,Gundress,,Unknown,1,5.59,1012,8209,6461
353,Ojamajo Doremi Dokkaan!,Useless Witch Doremi Kaboom!,Unknown,51,7.56,3552,1467,4014
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,I Can&#039;t Understand What My Husband Is Saying,4-koma manga,13,7.51,102220,1602,440
2762,Igano Kabamaru,,Manga,24,8.07,2651,465,4412
32792,Mobile Suit Gundam Unicorn RE:0096,Mobile Suit Gundam Unicorn RE:0096,Novel,22,7.56,5709,1463,3012
15809,Hataraku Maou-sama!,The Devil is a Part-Timer!,Light novel,13,7.98,389033,578,51
11049,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,,Unknown,1,6.38,67,6095,10740
3627,D.C.II S.S.: Da Capo II Second Season,,Visual novel,13,7.33,10514,2299,2470
33126,Kurogane no Linebarrels Picture Drama,,Manga,9,5.95,44,11015,10247
30814,Landscape,,Original,1,4.07,106,9439,11133
20085,Only You: Viva! Cabaret Club,,Unknown,15,5.78,9,11632,12545
2205,Bakuretsu Tenshi: Infinity,,Original,1,6.88,5735,3983,3333
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,,Manga,1,7.49,25272,1663,1572
1151,Dominion,,Manga,4,7.03,4693,3449,3722
2025,Darker than Black: Kuro no Keiyakusha,Darker than Black,Original,25,8.21,285107,299,61
15125,Teekyuu,Teekyu,Manga,12,6.71,18133,4733,1715
7193,Aoi Bungaku Series,,Novel,12,7.84,37344,807,724
27621,Glass no Kamen Desu ga to Z,,Unknown,14,5.88,69,7617,9777
10149,Mofa Ya Ma,Grandma and Her Ghosts,Unknown,1,6.21,57,6724,11648
13585,Natsuyuki Rendezvous,Natsuyuki Rendezvous,Manga,11,7.34,22974,2281,1518
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Original,1,7.3,3174,2435,4302
3813,Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,Moonlight Pierce,Light novel,1,6.09,104,7103,9736
22295,Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,,Unknown,1,5.91,825,7542,6064
8518,Mai-Otome Special: Otome no Inori,,Original,1,6.51,871,5563,6529
808,Bakuretsu Hunters OVA,Sorcerer Hunters,Manga,3,6.66,1849,4917,5181
6890,Ontama!,,Manga,5,6.9,847,3924,6992
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Classroom of the Elite,Light novel,12,7.93,119405,668,354
1547,Obake no Q-tarou,,Unknown,96,6.29,67,6442,10168
6907,Mikan-Seijin,Extraterrestrial Oranges,Unknown,26,5.63,98,8139,10167
35328,BOY&#039;s LOVE Nitro+CHiRAL,BOY&#039;s LOVE Nitro+CHiRAL,Game,5,5.5,248,8365,7280
2884,Aachi wa Ssipak,Aachi and Ssipak,Unknown,1,6.82,3290,4222,4340
32933,Xiao Yeyou,Little Yeyos,Other,1,5.1,55,8946,12332
34432,Balloon (Music),,Music,1,5.46,68,8423,12701
37150,Douluo Dalu,,Novel,26,7.68,381,1166,7272
13677,Ao no Exorcist Movie Special,,Unknown,1,7.14,8985,3027,2335
4250,Kore ga UFO da! Soratobu Enban,That is an UFO! The Flying Saucer,Original,1,4.85,360,9171,8951
7836,Notari Matsutarou,,Unknown,10,5.91,60,7548,10150
